date,sheet,item,verdict,note
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",sensei,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",audiobook,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",eo,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",alf,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",sabha,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",pell,noise,"not a usable common noun -- abbreviation, letter name, interjection, foreign word or a single obscure sense"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",hyung,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",hurst,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",glock,noise,"not a usable common noun -- abbreviation, letter name, interjection, foreign word or a single obscure sense"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",mindy,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",clancy,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",tra,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",tiki,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",harman,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",symptomatic,adj,adjective; the noun sense is a nominalisation or a rarity
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",leaderboard,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",za,noise,"not a usable common noun -- abbreviation, letter name, interjection, foreign word or a single obscure sense"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",pinot,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",dispensing,verb,verb or verb form; the noun sense is incidental
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",lumbar,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",melrose,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",bafta,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",ger,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",maneuvering,verb,verb or verb form; the noun sense is incidental
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",robo,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",miniseries,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",enoch,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",fra,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",cate,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",bollocks,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",enfield,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",kendra,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",retrograde,noise,"not a usable common noun -- abbreviation, letter name, interjection, foreign word or a single obscure sense"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",pitbull,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",statehood,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",kiki,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",blushing,verb,verb or verb form; the noun sense is incidental
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",omni,noise,"not a usable common noun -- abbreviation, letter name, interjection, foreign word or a single obscure sense"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",oda,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",capping,noise,"not a usable common noun -- abbreviation, letter name, interjection, foreign word or a single obscure sense"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",dolce,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",silverman,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",frau,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",infographic,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",exclusivity,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",morph,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",mort,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",nouveau,noise,"not a usable common noun -- abbreviation, letter name, interjection, foreign word or a single obscure sense"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",gamergate,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",stargate,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",koi,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",romano,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",sie,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",yuck,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",huey,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",linn,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",rollout,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",ancillary,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",portman,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",tagline,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",mage,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",incognito,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",epi,noise,"not a usable common noun -- abbreviation, letter name, interjection, foreign word or a single obscure sense"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",ventral,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",serpentine,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",townhouse,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",kamal,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",pico,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",prasad,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",lila,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",ska,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",qin,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",woolly,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",mmmm,noise,"not a usable common noun -- abbreviation, letter name, interjection, foreign word or a single obscure sense"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",delia,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",jackman,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",kew,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",jeanette,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",monde,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",ecu,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",roscoe,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",botanic,adj,adjective; the noun sense is a nominalisation or a rarity
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",covent,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",rosetta,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",horner,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",dumbledore,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",kirkland,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",maud,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",dearborn,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",rambo,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",rheumatoid,adj,adjective; the noun sense is a nominalisation or a rarity
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",vee,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",unsubscribe,verb,verb or verb form; the noun sense is incidental
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",blondie,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",biopic,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",aftermarket,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",preorder,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",slaughtering,verb,verb or verb form; the noun sense is incidental
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",programmable,adj,adjective; the noun sense is a nominalisation or a rarity
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",ute,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",russel,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",multilingual,adj,adjective; the noun sense is a nominalisation or a rarity
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",ria,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",inhaling,verb,verb or verb form; the noun sense is incidental
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",bowser,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",tian,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",luz,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",parton,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",margo,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",gino,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",jing,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",pointe,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",crocker,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",phonetic,adj,adjective; the noun sense is a nominalisation or a rarity
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",barista,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",soto,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",graphene,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",keto,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",roadshow,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",mee,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",chia,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",bello,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",bor,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",nailing,noise,"not a usable common noun -- abbreviation, letter name, interjection, foreign word or a single obscure sense"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",hottie,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",alameda,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",wheaton,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",piccadilly,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",candace,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",zak,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",scala,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",kush,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",garvey,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",momo,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",inca,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",glazing,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",parma,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",orc,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",mun,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",bobo,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",numeric,adj,adjective; the noun sense is a nominalisation or a rarity
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",kanji,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",spicer,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",cdr,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",moby,noise,"not a usable common noun -- abbreviation, letter name, interjection, foreign word or a single obscure sense"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",pilates,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",soleil,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",banda,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",corinne,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",smartwatch,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",fong,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",shalom,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",bab,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",celeb,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",westside,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",yaya,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",tania,name,"name, brand or place; not a common noun"
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",supercar,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",embedding,noun,ordinary common noun the dataset should have
2026-08-29,"gaps.csv (clean band, zipf >= 3.0)",nola,name,"name, brand or place; not a common noun"
2026-08-29,uk_review.csv,char,keep (not a UK spelling variant),"a fish, a charwoman and a clipping of character; not a spelling of ""cha"""
2026-08-29,uk_review.csv,cos,keep (not a UK spelling variant),"cos lettuce and the trig function; not a spelling of ""coz"""
2026-08-29,variants_ing.csv,imbedding / embedding,spelling_pair,"imbed/embed doublet, not regional"
2026-08-29,variants_ing.csv,king / qing,noise,"king is an ordinary noun, not a variant of anything"
2026-08-29,variants.csv,in / inch,unrelated,not a spelling pair
2026-08-29,variants.csv,at / att,unrelated,not a spelling pair
2026-08-29,variants.csv,do / hairdo,unrelated,not a spelling pair
2026-08-29,variants.csv,back / backstroke,unrelated,not a spelling pair
2026-08-29,variants.csv,year / here,unrelated,not a spelling pair
2026-08-29,variants.csv,why / wye,unrelated,not a spelling pair
2026-08-29,variants.csv,s / scruple,unrelated,not a spelling pair
2026-08-29,variants.csv,better / bettor,unrelated,not a spelling pair
2026-08-29,variants.csv,must / musth,unrelated,not a spelling pair
2026-08-29,variants.csv,set / sett,unrelated,not a spelling pair
2026-08-29,variants.csv,head / headline,unrelated,not a spelling pair
2026-08-29,variants.csv,car / cat,unrelated,not a spelling pair
2026-08-29,variants.csv,president / precedent,unrelated,not a spelling pair
2026-08-29,variants.csv,t / time,unrelated,not a spelling pair
2026-08-29,variants.csv,m / meter,unrelated,not a spelling pair
2026-08-29,variants.csv,win / wynn,unrelated,not a spelling pair
2026-08-29,variants.csv,police / policy,unrelated,not a spelling pair
2026-08-29,variants.csv,check / chick,unrelated,not a spelling pair
2026-08-29,variants.csv,field / fielder,unrelated,not a spelling pair
2026-08-29,variants.csv,board / blackboard,unrelated,not a spelling pair
2026-08-29,variants.csv,re / rematch,unrelated,not a spelling pair
2026-08-29,variants.csv,sex / sect,unrelated,not a spelling pair
2026-08-29,variants.csv,w / win,unrelated,not a spelling pair
2026-08-29,variants.csv,test / testosterone,unrelated,not a spelling pair
2026-08-29,variants.csv,dead / deadlift,unrelated,not a spelling pair
2026-08-29,variants.csv,sent / scent,unrelated,not a spelling pair
2026-08-29,variants.csv,n / north,unrelated,not a spelling pair
2026-08-29,variants.csv,p / p,unrelated,a row paired with itself
2026-08-29,variants.csv,key / quay,unrelated,not a spelling pair
2026-08-29,variants.csv,forward / foreword,unrelated,not a spelling pair
2026-08-29,variants.csv,science / scion,unrelated,not a spelling pair
2026-08-29,variants.csv,style / stile,unrelated,not a spelling pair
2026-08-29,variants.csv,kill / kiln,unrelated,not a spelling pair
2026-08-29,variants.csv,f / fuck,unrelated,not a spelling pair
2026-08-29,variants.csv,code / cod,unrelated,not a spelling pair
2026-08-29,variants.csv,super / superannuation,unrelated,not a spelling pair
2026-08-29,variants.csv,staff / staph,unrelated,not a spelling pair
2026-08-29,variants.csv,paper / newspaper,unrelated,not a spelling pair
2026-08-29,variants.csv,bed / bedroom,unrelated,not a spelling pair
2026-08-29,variants.csv,die / dye,unrelated,not a spelling pair
2026-08-29,variants.csv,h / hour,unrelated,not a spelling pair
2026-08-29,variants.csv,v / venturi,unrelated,not a spelling pair
2026-08-29,variants.csv,la / lane,unrelated,not a spelling pair
2026-08-29,variants.csv,base / bass,unrelated,not a spelling pair
2026-08-29,variants.csv,mine / mien,unrelated,not a spelling pair
2026-08-29,variants.csv,box / horsebox,unrelated,not a spelling pair
2026-08-29,variants.csv,y / year,unrelated,not a spelling pair
2026-08-29,variants.csv,rock / roc,unrelated,not a spelling pair
2026-08-29,variants.csv,g / gram,unrelated,not a spelling pair
2026-08-29,variants.csv,link / hyperlink,unrelated,not a spelling pair
2026-08-29,variants.csv,favorite / favourite,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,reach / retch,unrelated,not a spelling pair
2026-08-29,variants.csv,ship / relationship,unrelated,not a spelling pair
2026-08-29,variants.csv,none / nones,unrelated,"nones is the Roman calendar term, not a plural of none"
2026-08-29,variants.csv,beach / bitch,unrelated,not a spelling pair
2026-08-29,variants.csv,wear / weir,unrelated,not a spelling pair
2026-08-29,variants.csv,lack / lakh,unrelated,not a spelling pair
2026-08-29,variants.csv,skin / skinhead,unrelated,not a spelling pair
2026-08-29,variants.csv,block / bloc,unrelated,not a spelling pair
2026-08-29,variants.csv,drug / drugstore,unrelated,not a spelling pair
2026-08-29,variants.csv,cent / century,unrelated,not a spelling pair
2026-08-29,variants.csv,throw / throe,unrelated,not a spelling pair
2026-08-29,variants.csv,click / klick,unrelated,not a spelling pair
2026-08-29,variants.csv,ex / exhibition,unrelated,not a spelling pair
2026-08-29,variants.csv,wild / weald,unrelated,not a spelling pair
2026-08-29,variants.csv,camp / campus,unrelated,not a spelling pair
2026-08-29,variants.csv,bet / beth,unrelated,not a spelling pair
2026-08-29,variants.csv,cast / caste,unrelated,not a spelling pair
2026-08-29,variants.csv,van / vanguard,unrelated,not a spelling pair
2026-08-29,variants.csv,labor / labour,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,birth / berth,unrelated,not a spelling pair
2026-08-29,variants.csv,ad / advertisement,unrelated,not a spelling pair
2026-08-29,variants.csv,fellow / fella,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,connection / connexion,reverse,the canonical column is the nonstandard spelling
2026-08-29,variants.csv,aid / aide,unrelated,not a spelling pair
2026-08-29,variants.csv,frank / franc,unrelated,not a spelling pair
2026-08-29,variants.csv,martin / marten,unrelated,not a spelling pair
2026-08-29,variants.csv,lee / li,unrelated,not a spelling pair
2026-08-29,variants.csv,stress / distress,unrelated,not a spelling pair
2026-08-29,variants.csv,ray / re,unrelated,not a spelling pair
2026-08-29,variants.csv,ben / bin,unrelated,not a spelling pair
2026-08-29,variants.csv,user / username,unrelated,not a spelling pair
2026-08-29,variants.csv,chair / chairperson,unrelated,not a spelling pair
2026-08-29,variants.csv,ms / manuscript,unrelated,not a spelling pair
2026-08-29,variants.csv,max / maximum,unrelated,not a spelling pair
2026-08-29,variants.csv,sub / submarine,unrelated,not a spelling pair
2026-08-29,variants.csv,mm / month,unrelated,not a spelling pair
2026-08-29,variants.csv,id / ide,unrelated,not a spelling pair
2026-08-29,variants.csv,prize / price,unrelated,not a spelling pair
2026-08-29,variants.csv,nick / nickname,unrelated,not a spelling pair
2026-08-29,variants.csv,programme / program,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,matt / matte,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,mate / checkmate,unrelated,not a spelling pair
2026-08-29,variants.csv,wet / wat,unrelated,not a spelling pair
2026-08-29,variants.csv,bike / bicycle,unrelated,not a spelling pair
2026-08-29,variants.csv,peak / peag,unrelated,not a spelling pair
2026-08-29,variants.csv,ft / foot,unrelated,not a spelling pair
2026-08-29,variants.csv,theatre / theater,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,brief / briefs,plural,"one side is a plural of the other, not a spelling variant"
2026-08-29,variants.csv,pink / pinko,unrelated,not a spelling pair
2026-08-29,variants.csv,cap / capture,unrelated,not a spelling pair
2026-08-29,variants.csv,colour / color,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,grey / gray,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,auto / automobile,unrelated,not a spelling pair
2026-08-29,variants.csv,sharp / sharpie,unrelated,not a spelling pair
2026-08-29,variants.csv,bone / trombone,unrelated,not a spelling pair
2026-08-29,variants.csv,pet / petition,unrelated,not a spelling pair
2026-08-29,variants.csv,math / mathematics,unrelated,not a spelling pair
2026-08-29,variants.csv,mac / mackintosh,unrelated,not a spelling pair
2026-08-29,variants.csv,bath / bathroom,unrelated,not a spelling pair
2026-08-29,variants.csv,sand / sandpiper,unrelated,not a spelling pair
2026-08-29,variants.csv,mini / miniskirt,unrelated,not a spelling pair
2026-08-29,variants.csv,plain / plane,unrelated,not a spelling pair
2026-08-29,variants.csv,gym / gymnasium,unrelated,not a spelling pair
2026-08-29,variants.csv,min / minute,unrelated,not a spelling pair
2026-08-29,variants.csv,ghost / ghostwriter,unrelated,not a spelling pair
2026-08-29,variants.csv,sheet / shit,unrelated,not a spelling pair
2026-08-29,variants.csv,desert / dessert,unrelated,not a spelling pair
2026-08-29,variants.csv,crap / craps,unrelated,"craps is the dice game, not a plural"
2026-08-29,variants.csv,pot / potbelly,unrelated,not a spelling pair
2026-08-29,variants.csv,bye / boy,unrelated,not a spelling pair
2026-08-29,variants.csv,mo / moment,unrelated,not a spelling pair
2026-08-29,variants.csv,pope / pop,unrelated,not a spelling pair
2026-08-29,variants.csv,mill / mil,unrelated,not a spelling pair
2026-08-29,variants.csv,spin / spinnaker,unrelated,not a spelling pair
2026-08-29,variants.csv,behaviour / behavior,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,doc / doctorate,unrelated,not a spelling pair
2026-08-29,variants.csv,rep / reputation,unrelated,not a spelling pair
2026-08-29,variants.csv,terrorist / tourist,unrelated,not a spelling pair
2026-08-29,variants.csv,principle / principal,unrelated,not a spelling pair
2026-08-29,variants.csv,bang / bhang,unrelated,not a spelling pair
2026-08-29,variants.csv,sec / second,unrelated,not a spelling pair
2026-08-29,variants.csv,favour / favor,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,sauce / source,unrelated,not a spelling pair
2026-08-29,variants.csv,bat / baht,unrelated,not a spelling pair
2026-08-29,variants.csv,bow / bough,unrelated,not a spelling pair
2026-08-29,variants.csv,drag / dragon,unrelated,not a spelling pair
2026-08-29,variants.csv,dialogue / dialog,reverse,dialogue is standard everywhere; dialog is the computing/US clipping
2026-08-29,variants.csv,dec / decrement,unrelated,not a spelling pair
2026-08-29,variants.csv,tale / tael,unrelated,not a spelling pair
2026-08-29,variants.csv,slip / sideslip,unrelated,not a spelling pair
2026-08-29,variants.csv,corps / corpse,unrelated,not a spelling pair
2026-08-29,variants.csv,weed / duckweed,unrelated,not a spelling pair
2026-08-29,variants.csv,exam / examination,unrelated,not a spelling pair
2026-08-29,variants.csv,lover / louver,unrelated,not a spelling pair
2026-08-29,variants.csv,alpha / alphabet,unrelated,not a spelling pair
2026-08-29,variants.csv,habit / growth,unrelated,not a spelling pair
2026-08-29,variants.csv,terrorism / tourism,unrelated,not a spelling pair
2026-08-29,variants.csv,pat / patent,unrelated,not a spelling pair
2026-08-29,variants.csv,marshall / marshal,variant,the variant column is the nonstandard spelling
2026-08-29,variants.csv,pub / publication,unrelated,not a spelling pair
2026-08-29,variants.csv,shed / woodshed,unrelated,not a spelling pair
2026-08-29,variants.csv,skip / skipper,unrelated,not a spelling pair
2026-08-29,variants.csv,hr / hour,unrelated,not a spelling pair
2026-08-29,variants.csv,wrap / rap,unrelated,not a spelling pair
2026-08-29,variants.csv,dose / doze,unrelated,not a spelling pair
2026-08-29,variants.csv,lit / literature,unrelated,not a spelling pair
2026-08-29,variants.csv,mar / mere,unrelated,not a spelling pair
2026-08-29,variants.csv,humor / humour,reverse,the canonical column is the nonstandard spelling
