word,zipf,countable,uncountable,n_senses,first_gloss,variant_of,flag_reason,wikt_pos_list,wikt_dominant_pos,wikt_abbrev,corpus_n,corpus_dominant,corpus_noun_share,corpus_tag,corpus_name,likely_noun,name_suspect,pos_tags,lemma,pos_overlap,plural_of,verdict,scowl_verdict,scowl_size,scowl_pos,scowl_american_standard
renegotiation,2.63,0,0,1,The act of negotiating again.,,,noun:1,noun,False,2,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
timeshare,2.63,0,0,1,Alternative spelling of time-share.,time-share,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,noun,60,n:2,True
weblog,2.63,0,0,1,A website in the form of an ongoing journal.,,,noun:1,noun,False,2,PROPN,0.0,,False,True,False,,,,,,noun,60,n:1,True
chippy,2.62,0,0,8,A carpenter.,,,noun:8;adj:5;verb:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
gorgon,2.62,0,0,2,"A vicious female monster from Greek mythology with sharp fangs and hair of living, venomous snakes. One of the three sisters: Medusa, Stheno and Euryale",,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
interventionist,2.62,0,0,2,One who practices or defends interventionism.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2;aj:1,True
jawline,2.62,0,0,1,"The lower edge of the side of the face (below the cheek), defined by the jawbone.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
storyboard,2.62,0,0,2,"A series of drawings that lay out the sequence of scenes in a film or series, especially an animated one.",,,noun:2;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
taiga,2.62,0,0,1,A subarctic zone of evergreen coniferous forests situated south of the tundras and north of the steppes in the Northern Hemisphere.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
clicker,2.61,0,0,11,"The remote-control device used to change settings on a television set, VCR, or other electronic equipment.",clicker game,,noun:11,noun,True,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
inclusiveness,2.61,1,1,1,The property of being inclusive; inclusivity,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
senor,2.61,0,0,1,Alternative spelling of señor.,señor,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,3,PROPN,0.0,,False,False,False,,,,,,noun,60,n:1,True
starburst,2.61,0,0,4,"A violent explosion, or the pattern (likened to the shape of a star) supposed to be made by such an explosion.",,,noun:4;verb:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
interactivity,2.6,0,1,1,The quality of being interactive.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
caballero,2.59,0,0,3,"A horseman, particularly in the Latin American context",,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
airshow,2.58,0,0,1,Alternative spelling of air show.,air show,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,noun,60,n:1,True
globalism,2.58,1,1,3,"An ideology based on the belief that people, goods and information ought to be able to cross national borders unfettered.",,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
infill,2.58,1,1,3,"That which fills in a space, hole or gap.",infil,,noun:3;verb:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1;v:1,True
microfinance,2.58,0,1,1,Finance that is provided to unemployed or low-income people or groups.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
prioritization,2.58,1,1,1,The process of assigning priorities to things or tasks.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:3,True
vocab,2.58,0,1,1,"Vocabulary, especially that acquired while learning a language.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2;abbr:1,True
hora,2.56,0,1,2,"A circle dance popular in the Balkans, Israel and Yiddish culture worldwide.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
hyperinflation,2.56,1,1,2,Excessive inflation.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
pappy,2.56,0,0,2,A father.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
poppa,2.56,0,0,1,"father, papa.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
gunship,2.55,0,0,3,A ship equipped with heavy artillery.,,,noun:3,noun,False,2,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
sicko,2.55,0,0,3,"A person with unpleasant tastes, views or habits.",,,noun:3;adj:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
borehole,2.54,0,0,2,A hole bored into the ground to collect samples for analysis or to extract oil or water.,,,noun:2;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
handbrake,2.54,0,0,2,"A brake in a vehicle, set by hand, and usually locking on until released by hand, enabling its use when parked.",,,noun:2;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
psychotropic,2.54,0,0,1,A psychotropic drug or agent.,,,adj:1;noun:1,adj,False,2,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,noun,60,n:2;aj:1,True
brownfield,2.53,0,0,1,"A site, to be used for housing or commerce, that has been previously used for industry and may be contaminated or need extensive clearing.",,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
tootsie,2.53,0,0,3,A young woman.,,,noun:3,noun,False,4,PROPN,0.0,,False,True,False,,,,,,noun,60,n:2,True
jousting,2.52,1,1,2,A medieval European sport in which mounted knights charged at each other bearing lances.,,,noun:2;verb:1,noun,False,1,VERB,0.0,,False,True,False,NOUN;VERB,,"noun, also verb",,,noun,60,n:1,True
retest,2.52,0,0,1,A repeat test.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1;v:1,True
spaceport,2.52,0,0,1,A site for launching spacecraft.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
bringer,2.51,0,0,2,A person or a thing which brings something.,,,noun:2,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
buttercream,2.5,1,1,1,"A type of thick, sweet icing or cake-filling made by creaming butter (or sometimes another fat, such as margarine) with powdered sugar.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
helipad,2.5,0,0,1,A small landing area for helicopters.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
returner,2.5,0,0,3,One who returns from another place.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
skeeter,2.5,0,0,1,A mosquito.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
bodysuit,2.49,0,0,1,"A one-piece, skin-tight garment rather like a leotard.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
creationist,2.49,0,0,1,A proponent or supporter of creationism.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
fraudster,2.49,0,0,1,A person who carries out fraud; a swindler.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
landmine,2.49,0,0,1,Alternative spelling of land mine.,land mine,spelling variant of another word (Wiktionary gloss),noun:1;verb:1,noun,False,1,NOUN,1.0,,False,False,False,,,,,,noun,60,n:1,True
riverboat,2.49,0,0,1,A watercraft designed for operating on rivers.,,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,noun,60,n:1,True
roadie,2.49,0,0,3,"One of the crew for a musical group or other travelling stage production, especially a stagehand or technician.",,,noun:3;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
seasonality,2.49,1,1,1,Variation with the seasons,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
cordillera,2.48,0,0,1,"An extensive, continent-wide chain of mountains, especially one in the Americas.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
shoppe,2.48,0,0,1,"A fanciful spelling of shop, chiefly used in the names of businesses to give an air of old-fashionedness.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
biofilm,2.47,1,1,1,"A structured community of microorganisms, such as bacteria, that adhere to a surface and are embedded in a self-produced protective matrix of mucuslike extracellular material.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
evaporator,2.47,0,0,2,A piece of equipment used to evaporate the solvent from a solution.,,,noun:2,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
pyruvate,2.47,0,0,1,Any salt or ester of pyruvic acid.,,,noun:1,noun,False,2,NOUN,1.0,,False,True,False,,,,,,noun,60,n:2,True
trainspotting,2.46,0,1,1,Alternative spelling of train spotting.,train spotting,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,"verb form (-ing, morphology)",,,noun,60,n:1,True
trashcan,2.46,0,0,1,Alternative form of trash can.,trash can,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,noun,60,n:1,True
triathlete,2.46,0,0,1,An athlete who competes in the triathlon.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
smarty,2.45,0,0,1,An obnoxiously clever or quick-witted person.,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
duopoly,2.44,1,1,3,An economic condition in which two sellers exert most control over the market of a commodity.,,,noun:3,noun,False,0,,,,False,True,False,,,adjective-like (morphology),,,noun,60,n:1,True
microfiber,2.44,1,1,1,Very fine synthetic fiber; cloth made of such fiber.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
tuple,2.44,0,0,4,A finite sequence of terms.,,,noun:4,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
zookeeper,2.44,0,0,1,A person employed at a zoo to attend to the animals.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
bloop,2.43,0,0,4,The sound of a fish blowing air bubbles in water.,,,noun:4;verb:4,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1;v:1,True
hairdryer,2.43,0,0,1,"A small electrical appliance for drying hair, by generating a stream of hot air.",,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
mentalist,2.43,0,0,2,A practitioner of mentalism.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
ripoff,2.43,0,0,1,Alternative spelling of rip-off.,rip-off,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,noun,60,n:1,True
nucleation,2.42,1,1,2,The first stage of a phase transition in a small region.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
colorway,2.41,0,0,1,Any of the schemes of two or more colors in which a design is available.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
groomer,2.41,0,0,8,One that grooms; that attends to apperance of a person or animal.,,,noun:8,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
soundscape,2.41,0,0,2,"An acoustic environment, a virtual/emotional environment created using sound.",,,noun:2;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
tog,2.41,0,0,6,A cloak.,,,noun:6;verb:2;adv:1,noun,True,0,,,,False,True,False,NOUN;VERB,,"noun, also verb",,,noun,60,n:1;v:1,True
afterword,2.4,0,0,3,an epilogue.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
coley,2.4,0,0,1,"coalfish, Pollachius virens",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
conflation,2.4,1,1,2,"A blowing or fusing together, as of many instruments in a concert, or of many fires in a foundry.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
historicity,2.4,0,1,2,Historical quality or authenticity based on fact.,,,noun:2,noun,False,2,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
superconductor,2.4,0,0,1,A substance that has no resistance to conducting an electric current,,,noun:1,noun,False,5,NOUN,0.8,,False,True,False,NOUN,,,,,noun,60,n:1,True
checkbox,2.39,0,0,2,A space on a paper form that can be optionally filled with a check mark.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
conjunct,2.39,0,0,3,Either term of a conjunction.,,,noun:3;adj:2,noun,False,1,ADJ,0.0,,False,True,False,,,,,,noun,60,n:2;aj:1,True
consumerist,2.39,0,0,1,A proponent of consumerism.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,noun,60,n:2;aj:1,True
megastar,2.39,0,0,1,A very famous or successful celebrity.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
politicization,2.39,0,1,1,The state of being (or process of becoming) politicized,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
softcover,2.39,0,0,1,A book having such covers.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
cavitation,2.38,1,1,3,The formation of pits on a surface.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
rosewater,2.38,0,1,1,"A liquid produced by steeping rose petals in water, used as a coloring agent and a flavoring ingredient in certain foods.",,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
absurdist,2.37,0,0,1,"An advocate of absurdism, in particular a writer of absurd topics.",,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
brindle,2.37,0,1,2,A streaky colouration in animals.,,,noun:2;adj:1;verb:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1;aj:1,True
payphone,2.37,0,0,1,"A public telephone that requires prepayment to operate, generally via the insertion of coins or a credit card.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
reconstitution,2.37,1,1,3,The process or result of reconstituting,,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
scaremongering,2.37,0,1,1,The actions of scaremongers in spreading frightening or ominous reports or rumours.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,noun,60,n:2,True
subcategory,2.37,0,0,2,With respect to a given category; a narrower category.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
traceability,2.37,1,1,1,The ability to trace (identify and measure) all the stages that led to a particular point in a process that consists of a chain of interrelated events,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
impulsivity,2.36,0,1,1,"The quality of being impulsive, impulsiveness; inclination to act on impulse rather than thought.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
interventionism,2.36,1,1,3,The political practice of intervening in a sovereign state's affairs.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
quayside,2.36,0,0,1,An area alongside a quay.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
tandoori,2.36,0,0,3,A dish that was cooked in a tandoor.,,,noun:3;adj:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1;aj:1,True
whitelist,2.36,0,0,1,"A list or collection of people or entities that are known, trusted, or explicitly permitted.",,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1;v:1,True
carryover,2.35,1,1,3,Something whose duration has been extended or that has been transferred to another time.,,,noun:3,noun,False,13,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
coulee,2.35,0,0,3,"A stream, especially one in the western US or Canada, generally smaller than a bayou; it may (or may not) run dry in summer, may be sluggish, shallow, and wide (forming in effect a pond or slough), or",,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
driller,2.35,0,0,4,One who drills.,,,noun:4,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
taskbar,2.35,0,0,1,A bar on a computer desktop used to launch and monitor applications.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
tiebreak,2.35,0,0,1,"A tiebreaker, a game or an extension to a game played to resolve a tied score.",,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
turbocharger,2.35,0,0,1,"An inlet air compressor for an internal combustion engine (either Otto or Diesel cycle), powered from the exhaust air.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
bipartisanship,2.34,1,1,1,"In the context of a two-party system, especially in the United States, cooperation between the competing political parties; governing in a bipartisan manner.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
dasher,2.34,0,0,5,A person who dashes; a fast runner.,,,noun:5,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
greenstone,2.34,1,1,2,"Any of several green-hued minerals used for making various artefacts in early Mesoamerican cultures, e.g. greenschist, chlorastrolite, serpentine, omphacite, or chrysoprase.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
journo,2.34,0,0,1,A journalist.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
kickball,2.34,1,1,2,"A sport similar to baseball, where a ball similar to a soccer ball, is pitched at a kicker, and is kicked rather than hit.",,,noun:2,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
playgroup,2.34,0,0,3,A group of children who meet together for supervised play.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
radicalisation,2.34,1,1,1,Non-Oxford British English standard spelling of radicalization.,radicalization,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,False
snakeskin,2.34,1,1,2,The skin of a snake,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
volunteerism,2.34,1,1,2,Reliance on volunteers to perform a social or educational function.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
brokenness,2.33,0,1,1,The characteristic of being broken.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
dosh,2.33,0,1,1,Money.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
heptathlon,2.33,0,0,1,"An athletic contest comprising seven events; contested mostly by women, for whom this is an Olympic sport.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
institutionalization,2.33,1,1,3,The process of establishing a practice as a norm.,,,noun:3,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
katakana,2.33,1,1,2,"A Japanese syllabary used when writing words borrowed from foreign languages other than Chinese, specific names of plants and animals and other jargon, onomatopoeia, or to emphasize a word or phrase. ",,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
loris,2.33,0,0,1,"Any of several small, slow-moving primates, of the subfamily Lorisinae, found in India and southeast Asia.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
politicking,2.33,0,0,1,"The act of engaging in politics, or in political campaigning.",,,verb:2;noun:1,verb,False,1,NOUN,1.0,,False,True,False,,,"verb form (-ing, morphology)",,,noun,60,n:1,True
soundbite,2.33,0,0,1,Alternative spelling of sound bite.,sound bite,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,noun,60,n:1,True
commodification,2.32,1,1,2,The assignment of a commercial value to something previously without such value.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
cropland,2.32,1,1,1,arable land,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
orienteering,2.32,0,1,1,The act of racing across unfamiliar place using a map and compass.,,,noun:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,noun,60,n:2,True
peacemaking,2.32,1,1,1,The act of reconciling two people or groups who disagree.,,,noun:1,noun,False,1,ADJ,0.0,,False,True,False,,,"verb form (-ing, morphology)",,,noun,60,n:1,True
showground,2.32,0,0,1,An outdoor arena or area where entertainment events and shows are held.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
cellmate,2.31,0,0,1,A person with whom one shares a prison cell.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
garcon,2.31,0,0,1,Alternative spelling of garçon.,garçon,spelling variant of another word (Wiktionary gloss),noun:1,noun,False,0,,,,False,False,False,,,,,,noun,60,n:1,True
ironstone,2.31,1,1,2,Any ore of iron which is impure through the admixture of silica or clay.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
meathead,2.31,0,0,3,"An ungainly, dull, or stupid person; someone who is lazy, disrespectful, and/or whose beliefs and philosophies clash with those of another.",,,noun:3,noun,False,2,NOUN,0.5,,False,True,False,,,,,,noun,60,n:2,True
underemployment,2.31,0,1,1,The condition of being underemployed.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
workup,2.31,1,1,6,A general medical examination to assess a person's health and fitness.,,,noun:6,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
dystonia,2.3,1,1,1,"A disabling neurological disorder in which prolonged and repetitive contractions of muscles cause jerking, twisting movements and abnormal postures of the body.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
fightback,2.3,0,0,1,A campaign of resistance; a counterattack.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
gratin,2.3,0,0,1,"The top crust of a dish, consisting of breadcrumbs or grated cheese heated under a grill; the dish itself.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
provolone,2.3,0,1,1,A semi-hard cheese made of whole milk from cows. It comes primarily from Southern Italy.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
rater,2.3,0,0,2,One who provides a rating or assessment.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
superwoman,2.3,0,0,2,A woman who looks after a home and children as well as being employed in a full-time job.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
bathwater,2.29,0,1,1,The water used in a bath (bathtub).,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
chanson,2.29,0,0,2,"Any song with French words, but more specifically a classic, lyric-driven French song.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
frosh,2.29,0,0,3,A frog.,frosh week,,noun:3;verb:2,noun,True,0,,,,False,True,False,,,,,,noun,60,n:1,True
hiragana,2.29,1,1,2,"The main syllabary for the Japanese language, used to represent native Japanese words, including particles, and when kanji is used, to represent verb and adjective endings.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
practicum,2.29,0,0,2,A college course designed to give a student supervised practical knowledge of a subject previously studied theoretically.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
corpsman,2.28,0,0,3,A hospital corpsman.,,,noun:3,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
nondiscrimination,2.28,0,1,1,An act or policy of not engaging in discrimination.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
scrapyard,2.28,0,0,1,"A junkyard; a place where scrap is stored, discarded or resold.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
trendsetter,2.28,0,0,1,"Someone who starts a trend, or makes something more popular.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
wielder,2.28,0,0,2,"A person who wields something, especially power",,,noun:2,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
dingus,2.27,0,0,3,"A gadget, device, or object whose name is either unknown, forgotten, or omitted for the purpose of humor.",,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
druggie,2.27,0,0,1,A drug addict or abuser.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
milady,2.27,0,0,1,An English noblewoman or gentlewoman; the form of address to such a person; a lady.,,,noun:1;verb:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
muskie,2.27,0,0,1,muskellunge; a large freshwater gamefish of the pike family.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
nondisclosure,2.27,1,1,1,An act or policy of not disclosing.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
repeatability,2.27,1,1,2,The property or quality of being repeatable.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
swizz,2.27,0,0,1,"A swindle, con.",,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
waterhole,2.27,0,0,3,"A depression in which water collects, especially one where wild animals come to drink.",,,noun:3,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
worksite,2.27,0,0,1,A site where work occurs; usually used in reference to construction work.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
baler,2.26,0,0,2,"A machine for creating bales, e.g., of hay or cotton.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
insula,2.26,0,0,2,A block of buildings in a Roman town.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
gunfighter,2.25,0,0,1,A person who engages in gunfights; a gunslinger.,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
misdiagnosis,2.25,1,1,1,An incorrect diagnosis.,,,noun:1,noun,False,0,,,,False,True,False,NOUN,,,,,noun,60,n:1,True
perspex,2.25,0,1,1,"Any tough, transparent plastic that is used instead of glass for windows.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
underwire,2.25,0,0,2,A semicircular wire placed in a bra to support the breasts.,,,noun:2;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
chappy,2.24,0,0,1,A chap; a fellow.,,,adj:2;noun:1,adj,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
didgeridoo,2.24,0,0,1,"A musical instrument, endemic to the Top End of Australia, consisting of a long hollowed-out log which, when blown into, produces a low, deep mesmerising drone with sweeping rhythms.",,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
shutoff,2.24,0,0,2,A valve used to turn something off.,,,noun:2,noun,False,1,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
tatami,2.24,0,0,2,"Straw matting, in a standard size, used as a floor covering in Japanese houses.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
candler,2.23,0,0,2,A person who makes candles; a chandler.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
forwarder,2.23,0,0,1,"One who, or that which, forwards something to another destination.",,,adj:1;noun:1,adj,False,0,,,,False,True,False,NOUN,,,,,noun,60,n:1,True
soundcheck,2.23,1,1,1,"An activity that takes place before a concert, etc., when the performer and sound crew run through a small portion of the upcoming show on the venue's sound system to verify the volume and tonal frequ",,,verb:2;noun:1,verb,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
terrazzo,2.23,1,1,1,A faux-marble material used for flooring and countertops.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:1,True
camerawork,2.22,1,1,1,"Skill or technique involving the use of a camera, especially a video camera.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
floodwater,2.22,1,1,1,The water of a flood.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
gripper,2.22,0,0,6,A person who or thing which grips something.,,,noun:6,noun,False,2,NOUN,1.0,,False,True,False,,,,,,noun,60,n:1,True
jojoba,2.22,0,0,1,"Any of species Simmondsia chinensis of shrubs native to the southwestern United States and to Mexico, the only plant known to store liquid wax in its seed.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,noun,60,n:2,True
