name,in_namenet,in_wikipedia,also_oewn_noun
carolus,True,False,False
carothers,True,True,False
carpathians,True,False,False
carpentaria,True,True,False
carphophis,True,True,False
carpinaceae,True,False,False
carpinus,True,False,False
carpobrotus,True,True,False
carpocapsa,True,False,False
carpodacus,True,False,False
carrel,True,True,True
carrere,True,False,False
carroll,True,False,False
carson,True,False,False
cartagena,True,False,False
carter,True,False,True
carthage,True,True,False
carthamus,True,True,False
cartier,True,False,False
cartwright,True,False,True
carum,True,True,False
caruso,True,False,False
carver,True,False,True
carya,True,False,False
caryocar,True,True,False
caryocaraceae,True,True,False
caryophyllaceae,True,True,False
caryophyllales,True,True,False
caryophyllidae,True,True,False
caryota,True,True,False
casablanca,True,True,False
casals,True,False,False
cascades,True,False,False
cash,True,True,True
cashmere,True,False,True
casmerodius,True,False,False
caspar,True,True,False
casper,True,False,False
caspian,True,False,False
cassandra,True,True,False
cassia,True,False,True
cassiope,True,True,False
cassiopeia,True,False,False
cassirer,True,True,False
cassius,True,False,False
castanea,True,False,False
castanopsis,True,True,False
castanospermum,True,True,False
castile,True,False,False
castilla,True,False,False
castilleia,True,False,False
castilleja,True,True,False
castor,True,False,True
castoridae,True,True,False
castoroides,True,True,False
castries,True,True,False
castro,True,False,False
casuaridae,True,False,False
casuariiformes,True,True,False
casuarinaceae,True,True,False
casuarinales,True,False,False
casuarius,True,False,False
catacala,True,False,False
catalonia,True,True,False
catasetum,True,True,False
caterpillar,False,True,True
catha,True,False,False
catharacta,True,False,False
catharanthus,True,True,False
catharism,False,True,False
cathartes,True,True,False
cathartidae,True,False,False
cathay,True,True,False
cathaya,False,True,False
cather,True,True,False
catherine,True,False,False
catholicity,False,True,True
catholicos,False,True,False
catoptrophorus,True,False,False
catostomidae,True,True,False
catostomus,True,True,False
catskills,True,False,False
cattell,True,False,False
catullus,True,True,False
caucasia,True,False,False
caucasus,True,True,False
caudata,True,True,False
caulophyllum,True,True,False
cavalier,False,True,True
cavell,True,False,False
cavendish,True,False,False
cavia,True,True,False
caviidae,True,True,False
caxton,True,False,False
cebidae,True,True,False
cebu,True,True,False
cebuella,True,False,False
cebus,True,False,False
cecidomyidae,True,False,False
cecropia,True,True,True
cecropiaceae,True,False,False
cedrela,True,True,False
cedrus,True,True,False
ceiba,True,True,False
celastraceae,True,True,False
celastrus,True,True,False
celebes,True,False,False
cellini,True,False,False
celosia,True,True,False
celsius,True,True,False
celtis,True,True,False
cenchrus,True,True,False
cenozoic,True,True,False
centaur,True,True,True
centaurea,True,True,False
centaurium,True,True,False
centaurus,True,True,False
centranthus,True,True,False
centrarchidae,True,True,False
centre,True,False,True
centriscidae,True,True,False
centrocercus,True,True,False
centrolobium,True,True,False
centropomidae,True,False,False
centropomus,True,True,False
centropristis,True,True,False
centropus,True,False,False
centrosema,True,True,False
centrospermae,True,True,False
centunculus,True,False,False
cephalanthera,True,True,False
cephalaspida,True,False,False
cephalobidae,True,True,False
cephalochordata,True,False,False
cephalopoda,True,False,False
cephalopterus,True,False,False
cephalotaceae,True,False,False
cephalotaxaceae,True,False,False
cephalotaxus,True,True,False
cephalotus,True,True,False
cepheus,True,False,False
cepphus,True,True,False
cerambycidae,True,False,False
cerapteryx,True,True,False
cerastium,True,True,False
ceratitis,True,True,False
ceratodontidae,True,True,False
ceratonia,True,True,False
ceratopetalum,True,True,False
ceratophyllaceae,True,True,False
ceratophyllum,True,True,False
ceratopogon,True,True,False
ceratopogonidae,True,True,False
ceratopsia,True,True,False
ceratopsidae,True,True,False
ceratopteris,True,True,False
ceratostomataceae,True,True,False
ceratostomella,True,True,False
ceratotherium,True,True,False
cerberus,False,True,False
cercidiphyllaceae,True,False,False
cercidiphyllum,True,True,False
cercidium,True,False,False
cercis,True,True,False
cercocebus,True,False,False
cercopidae,True,True,False
cercopithecidae,True,False,False
cercopithecus,True,False,False
cercospora,True,True,False
cercosporella,True,True,False
ceres,True,False,False
cereus,True,False,False
ceroxylon,True,True,False
certhia,True,True,False
certhiidae,True,False,False
cervantes,True,False,False
cervidae,True,False,False
cervus,True,True,False
ceryle,True,False,False
cestida,True,False,False
cestidae,True,True,False
cestoda,True,True,False
cestrum,True,True,False
cestum,True,False,False
cetacea,True,True,False
ceterach,True,False,False
cetonia,True,True,False
cetoniidae,True,False,False
cetorhinidae,True,True,False
cetorhinus,True,False,False
cetraria,True,True,False
cetus,True,True,False
ceylon,True,False,False
ceylonite,False,True,True
cezanne,True,False,False
chabad,False,True,False
chablis,False,True,False
chad,False,True,True
chaenomeles,True,True,False
chaenopsis,True,True,False
chaeronea,True,True,False
chaetodipterus,True,True,False
chaetodontidae,True,False,False
chaetognatha,True,True,False
chagall,True,False,False
chain,True,True,True
chait,False,True,False
chalcedon,False,True,False
chalcidae,True,False,False
chalcididae,True,True,False
chalcis,True,True,False
chalcostigma,True,True,False
chaldaea,True,False,False
chaldea,True,True,False
chalons,True,False,False
chamaea,True,False,False
chamaecrista,True,True,False
chamaecyparis,True,True,False
chamaecytisus,True,True,False
chamaedaphne,True,True,False
chamaeleo,True,True,False
chamaeleon,True,True,True
chamaeleonidae,True,False,False
chamaeleontidae,True,False,False
chamaemelum,True,True,False
chamberlain,True,False,True
chambers,True,False,False
chameleon,True,True,True
champagne,True,True,True
champaign,True,False,True
champlain,True,False,False
champollion,True,False,False
chancellor,False,True,True
chancellorsville,True,False,False
chandi,True,True,False
chandler,True,False,True
chang,True,False,False
changan,True,False,False
changjiang,True,False,False
changtzu,True,False,False
channidae,True,False,False
chaos,True,False,True
chaplin,True,False,False
chapman,True,False,True
chapultepec,True,True,False
chara,True,False,False
characeae,True,True,False
characidae,True,True,False
characinidae,True,False,False
charadrii,True,False,False
charadriidae,True,True,False
charadriiformes,True,True,False
charadrius,True,True,False
charales,True,True,False
charcot,True,False,False
chardonnay,False,True,False
chari,True,False,False
charina,True,True,False
charioteer,True,False,True
charlemagne,True,True,False
charleroi,True,True,False
charles,True,True,False
charlestown,True,False,False
charlotte,True,False,True
charlottetown,True,True,False
charon,False,True,False
charophyceae,True,True,False
charronia,True,False,False
chartism,False,True,False
chartres,True,True,False
charybdis,False,True,False
chase,True,False,True
chateura,True,False,False
chattahoochee,True,False,False
chattanooga,True,False,False
chaucer,True,False,False
chauna,True,True,False
chavez,True,False,False
chechenia,True,False,False
chechnya,True,True,False
cheddar,True,False,True
cheever,True,True,False
cheilanthes,True,True,False
cheiranthus,True,False,False
chekhov,True,False,False
chekov,True,False,False
chelicerata,True,True,False
chelidonium,True,True,False
chelifer,True,False,False
chelone,True,False,False
chelonethida,True,False,False
chelonia,True,False,False
chelonidae,True,False,False
cheloniidae,True,True,False
chelyabinsk,True,True,False
chelydra,True,True,False
chelydridae,True,True,False
chemnitz,True,True,False
chemulpo,True,False,False
chen,True,False,False
chennai,True,True,False
chenopodiaceae,True,False,False
chenopodiales,True,False,False
chenopodium,True,True,False
cherbourg,True,True,False
cherepovets,True,True,False
chermidae,True,False,False
chernobyl,True,True,False
cherokee,False,True,False
cherubini,True,True,False
chester,True,True,False
chesterfield,True,False,True
chesterton,True,False,False
chevalier,True,False,True
cheviots,True,False,False
cheyenne,False,True,False
chianti,False,True,False
chicago,False,True,False
chicano,False,True,False
chickamauga,True,False,False
chickasaw,False,True,False
chico,True,False,False
chile,True,True,True
chiloe,True,False,False
chilomastix,True,True,False
chilomeniscus,True,False,False
chilomycterus,True,True,False
chilopoda,True,False,False
chilopsis,True,True,False
chimaera,False,True,True
chimaeridae,True,True,False
chimakum,False,True,False
chimaphila,True,True,False
chimborazo,True,True,False
chimonanthus,True,True,False
chin,False,True,True
china,True,True,True
chinaman,False,True,False
chinchillidae,True,True,False
chiococca,True,True,False
chionanthus,True,True,False
chios,True,True,False
chipewyan,False,True,False
chippendale,True,False,False
chirico,True,False,False
chirocephalus,True,True,False
chiron,False,True,False
chironomidae,True,True,False
chironomus,True,True,False
chiroptera,True,False,False
chisinau,True,False,False
chittagong,True,True,False
chlamydera,True,True,False
chlamydiaceae,True,True,False
chlamydomonadaceae,True,True,False
chlamydomonas,True,True,False
chlamydosaurus,True,False,False
chlamyphorus,True,False,False
chloranthaceae,True,True,False
chloranthus,True,True,False
chloris,True,True,False
chlorococcales,True,True,False
chlorococcum,True,True,False
chlorophis,True,False,False
chlorophoneus,True,True,False
chlorophthalmidae,True,False,False
chlorophyceae,True,True,False
chlorophyta,False,True,False
chloroxylon,True,True,False
chlorura,True,False,False
choctaw,False,True,False
choeronycteris,True,False,False
choloepus,True,False,False
chomsky,True,False,False
chondrichthyes,True,True,False
chondrus,True,True,False
chongqing,True,True,False
chordata,True,False,False
chordeiles,True,True,False
chordospartium,True,False,False
choriotis,True,False,False
chorizagrotis,True,True,False
chorizema,True,True,False
chosen,True,False,True
christ,True,False,True
christchurch,True,True,False
christendom,False,True,False
christiania,True,False,False
christianity,False,True,False
christianization,False,True,False
christie,True,False,False
christmas,False,True,False
christmasberry,False,True,False
christmastide,False,True,False
christology,False,True,False
christopher,True,True,False
chronoperates,True,True,False
chrysaora,True,True,False
chrysemys,True,True,False
chrysobalanus,True,True,False
chrysochloridae,True,False,False
chrysochloris,True,True,False
chrysolepis,True,True,False
chrysolophus,True,True,False
chrysomelidae,True,False,False
chrysophrys,True,False,False
chrysophyceae,True,False,False
chrysophyllum,True,True,False
chrysophyta,False,True,False
chrysopidae,True,True,False
chrysopsis,True,True,False
chrysosplenium,True,True,False
chrysothamnus,True,True,False
chungking,True,False,False
churchill,True,False,False
chytridiaceae,True,True,False
chytridiales,True,True,False
chytridiomycetes,True,True,False
ciardi,True,True,False
cibotium,True,True,False
cicadellidae,True,False,False
cicadidae,True,True,False
cicer,True,True,False
cicero,True,True,True
cichlidae,True,False,False
cichorium,True,True,False
cicindelidae,True,False,False
ciconia,True,True,False
ciconiidae,True,False,False
ciconiiformes,True,False,False
cicuta,True,True,False
ciliata,True,False,False
cilioflagellata,True,False,False
ciliophora,True,False,False
cimabue,True,True,False
cimarron,True,False,True
cimex,True,True,False
cimicidae,True,True,False
cimicifuga,True,False,False
cincinnati,True,True,False
cincinnatus,True,False,False
cinclidae,True,False,False
cinclus,True,False,False
cinderella,False,True,False
cinnamomum,True,True,False
circaea,True,True,False
circaetus,True,True,False
circe,False,True,False
circinus,True,True,False
circumcision,False,True,True
circus,True,True,True
cirripedia,True,False,False
cirsium,True,True,False
cistaceae,True,True,False
cistothorus,True,True,False
cistus,True,True,False
citation,True,True,True
citellus,True,False,False
citharichthys,True,True,False
citlaltepetl,True,False,False
citroncirus,True,False,False
citrullus,True,True,False
cladonia,True,True,False
cladoniaceae,True,True,False
cladorhyncus,True,False,False
cladrastis,True,True,False
clamatores,True,False,False
clangula,True,False,False
clark,True,True,False
clarksburg,True,False,False
clathraceae,True,False,False
clathrus,True,True,False
claudius,True,True,False
clausewitz,True,False,False
clavariaceae,True,True,False
claviceps,True,False,False
clavicipitaceae,False,True,False
clay,True,True,True
claytonia,True,True,False
cleanthes,True,True,False
cleistes,True,True,False
clemenceau,True,False,False
clemens,True,True,False
cleome,True,True,True
cleopatra,True,True,False
cleridae,True,True,False
clethra,True,True,False
clethraceae,True,True,False
clethrionomys,True,True,False
cleveland,True,True,False
clichy,True,False,False
cliftonia,True,True,False
cline,True,False,False
clinidae,True,True,False
clinopodium,True,True,False
clinton,True,True,False
clio,True,True,False
clioquinol,False,True,False
clitocybe,True,True,False
clitoria,True,True,False
clive,True,True,False
clorox,False,True,False
clotho,True,True,False
clovis,True,False,False
clupea,True,True,False
clupeidae,True,True,False
clusiaceae,True,True,False
clyde,True,False,False
clytemnestra,True,True,False
cnemidophorus,True,True,False
cnicus,True,False,False
cnidaria,True,True,False
cnidoscolus,True,True,False
cnidosporidia,True,False,False
cnossos,True,False,False
cnossus,True,False,False
cnut,True,True,False
coahuila,True,True,False
cobitidae,True,True,False
coca,True,True,True
coccidae,True,True,False
coccidia,True,True,False
coccinellidae,True,True,False
coccoidea,True,False,False
coccothraustes,True,False,False
cocculus,True,True,False
coccyzus,True,True,False
cochise,True,True,False
cochlearia,True,True,False
cochlearius,True,False,False
cochran,True,True,False
cockaigne,False,True,False
cockcroft,True,True,False
cockney,False,True,True
cocopah,False,True,False
cocos,True,False,False
cocteau,True,False,False
cocus,True,False,False
cocytus,True,True,False
codariocalyx,True,True,False
codiaeum,True,True,False
cody,True,False,False
coelenterata,True,True,False
coeloglossum,True,False,False
coereba,True,False,False
coerebidae,True,False,False
coffea,True,True,False
cognac,False,True,False
cohan,True,True,False
cohn,True,True,False
cola,True,True,True
colaptes,True,True,False
colchicaceae,True,True,False
colchicum,True,True,False
colchis,True,True,False
coleonyx,True,True,False
coleoptera,True,False,False
coleridge,True,False,False
colette,True,True,False
colima,True,True,False
colinus,True,True,False
collembola,True,False,False
collins,True,False,True
collinsia,True,True,False
collinsonia,True,True,False
collocalia,True,True,False
colocasia,True,True,False
cologne,True,True,True
colombia,True,True,False
colombo,True,True,False
colon,True,False,True
colony,False,True,True
colorado,True,True,False
colossae,True,True,False
colosseum,True,True,False
colossians,True,False,False
coluber,True,False,False
colubridae,True,True,False
colubrina,True,True,False
columba,True,True,False
columbia,True,False,False
columbidae,True,True,False
columbiformes,True,False,False
columbus,True,False,False
colutea,True,True,False
colymbiformes,True,True,False
comanche,False,True,False
comandra,True,True,False
comatula,True,False,False
comatulidae,True,True,False
combretaceae,True,True,False
comenius,True,False,False
commelinaceae,True,True,False
commelinales,True,True,False
commelinidae,True,False,False
commerce,False,True,True
commiphora,True,True,False
commons,False,True,True
comoros,True,True,False
compositae,True,False,False
compton,True,False,False
comptonia,True,False,False
comrade,False,True,True
comstock,True,False,False
comte,True,False,False
conakry,True,True,False
concepcion,True,False,False
concord,True,False,True
condorcet,True,False,False
condylura,True,True,False
conepatus,True,False,False
confederacy,True,False,True
confucianism,False,True,False
confucius,True,True,False
congo,True,False,True
congress,False,True,True
congreve,True,False,False
congridae,True,True,False
coniferales,True,False,False
coniferophyta,True,False,False
coniferophytina,True,False,False
coniferopsida,True,False,False
conilurus,True,True,False
coniogramme,True,True,False
conium,True,True,False
connaraceae,True,True,False
connarus,True,True,False
connecticut,True,True,False
connochaetes,True,False,False
connolly,True,False,False
connors,True,False,False
conocarpus,True,True,False
conoclinium,True,True,False
conodonta,True,False,False
conodontophorida,True,False,False
conopodium,True,True,False
conospermum,True,True,False
conrad,True,False,False
conradina,True,True,False
consolida,True,True,False
constable,True,True,True
constanta,True,False,False
constantina,True,True,False
constantine,True,False,False
constantinople,False,True,False
constitution,True,True,True
continent,True,True,True
contopus,True,False,False
contras,True,True,False
conuropsis,True,False,False
convallaria,True,True,False
convallariaceae,True,False,False
converso,False,True,False
convolvulaceae,True,True,False
conyza,True,True,False
cook,True,False,True
cooke,True,True,False
coolidge,True,False,False
cooper,True,False,True
cooperstown,True,False,False
coosa,True,False,False
copenhagen,True,True,False
copepoda,True,False,False
copernicia,True,True,False
copernicus,True,False,False
copland,True,False,False
copley,True,False,False
coppola,True,False,False
coprinaceae,True,False,False
coprinus,True,True,False
coptis,True,True,False
cora,True,False,False
coracias,True,True,False
coraciidae,True,True,False
coraciiformes,True,True,False
coragyps,True,True,False
corallorhiza,True,True,False
corbett,True,False,False
corchorus,True,True,True
cordaitaceae,True,True,False
cordaitales,True,True,False
cordaites,True,True,False
corday,True,True,False
cordia,True,True,False
cordoba,True,False,True
cordova,True,False,False
cordylidae,True,True,False
cordyline,True,True,False
cordylus,True,True,False
coregonidae,True,False,False
coregonus,True,True,False
coreidae,True,True,False
corelli,True,False,False
coriandrum,True,True,False
coricidin,False,True,False
corinth,True,True,False
corixa,True,True,False
corixidae,True,True,False
cork,True,False,True
cornaceae,True,True,False
corneille,True,False,False
cornell,True,False,False
cornus,True,True,False
cornwall,True,True,False
cornwallis,True,False,False
corokia,True,True,False
coropuna,True,True,False
corot,True,False,False
correggio,True,False,False
corregidor,True,True,False
corrodentia,True,False,False
corse,True,False,False
corsica,True,True,False
cortaderia,True,True,False
cortes,True,False,False
cortez,True,False,False
corticium,True,False,False
cortinariaceae,True,True,False
cortinarius,True,True,False
corvidae,True,True,False
corvus,True,True,False
coryanthes,True,True,False
corydalidae,True,True,False
corydalis,True,True,True
corydalus,True,True,False
corylaceae,True,False,False
corylopsis,True,True,False
corylus,True,False,False
corynebacteriaceae,True,False,False
corypha,True,True,False
coryphaenidae,True,False,False
cosmocampus,True,True,False
cotacachi,True,False,False
cotingidae,True,False,False
cotinus,True,True,False
cotonou,True,True,False
cotopaxi,True,True,False
cotswolds,True,True,False
cottidae,True,True,False
cottus,True,False,False
cotula,True,True,False
coturnix,True,True,False
coulomb,True,True,True
coumarouna,True,False,False
couperin,True,False,False
courbet,True,False,False
court,True,True,True
cousteau,True,False,False
coventry,False,True,False
coward,True,False,True
cowpens,True,False,False
cowper,True,False,False
crab,False,True,True
cracidae,True,True,False
cracow,True,False,False
cracticidae,True,False,False
cracticus,True,True,False
craigie,True,False,False
crambe,True,True,False
crane,True,False,True
crangon,True,True,False
crangonidae,True,True,False
craniata,True,False,False
craspedia,True,False,False
crassostrea,True,True,False
crassula,True,True,False
crassulaceae,True,True,False
crataegus,True,True,False
crater,True,True,True
crateva,True,True,False
crawford,True,False,False
crax,True,True,False
creation,True,False,True
creator,True,False,True
crecy,True,False,False
cree,False,True,False
cremona,True,True,False
creon,True,False,False
crepis,True,True,False
crescentia,True,True,False
cretaceous,True,True,False
crete,True,True,False
crex,True,False,False
cricetidae,True,True,False
cricetus,True,False,False
crichton,True,False,False
crick,True,False,True
crimea,True,True,False
crinoidea,True,False,False
crispin,True,False,False
crius,True,True,False
croatia,True,True,False
crocethia,True,False,False
crockett,True,False,False
crocodilia,True,True,False
crocodilus,True,False,False
crocodylia,True,False,False
crocodylidae,True,False,False
crocodylus,True,True,False
crocuta,True,True,False
croesus,False,True,False
crohn,True,False,False
cromwell,True,False,False
cronartium,True,True,False
cronus,True,True,False
cronyn,True,True,False
crookes,True,True,False
crosby,True,False,False
cross,False,True,True
crossopterygii,True,False,False
crotalidae,True,False,False
crotalus,True,True,False
crotaphytus,True,True,False
crotophaga,True,False,False
crouse,True,True,False
crow,False,True,True
crown,False,True,True
cruciferae,True,False,False
crucifixion,True,True,True
crustacea,True,False,False
crux,True,True,True
cryptacanthodes,True,True,False
cryptobranchidae,True,False,False
cryptobranchus,True,False,False
cryptocercidae,True,False,False
cryptocercus,True,True,False
cryptogamia,True,False,False
cryptogramma,True,True,False
cryptogrammataceae,True,False,False
cryptomeria,True,True,False
cryptophyceae,True,True,False
cryptophyta,True,False,False
cryptoprocta,False,True,False
cryptotermes,True,True,False
cryptotis,True,True,False
ctenizidae,True,True,False
ctenocephalides,True,True,False
ctenocephalus,True,False,False
ctenophora,True,True,False
cuba,True,True,False
cuculidae,True,False,False
cuculiformes,True,False,False
cuculus,True,True,False
cucumis,True,True,False
cucurbita,True,True,False
cucurbitaceae,True,True,False
culbertson,True,False,False
culcita,True,False,False
culebra,True,False,False
culex,True,True,False
culiacan,True,False,False
culicidae,True,False,False
cumana,True,False,False
cumberland,True,True,False
cumbria,True,True,False
cuminum,True,True,False
cunaxa,True,False,False
cuniculus,True,False,False
cunningham,True,True,False
cunoniaceae,True,True,False
cuon,True,False,False
cupid,True,True,True
cupressaceae,True,True,False
cupressus,True,True,False
cuquenan,True,False,False
curacao,True,False,True
curb,True,True,True
curculionidae,True,True,False
curcuma,True,True,False
curia,False,True,False
curie,True,False,True
curitiba,True,True,False
curl,True,False,True
currier,True,True,True
cursorius,True,True,False
curtis,True,True,False
curtisia,True,True,False
curtiss,True,False,False
cusco,True,True,False
cuscuta,True,True,False
cushing,True,False,False
custer,True,False,False
cuterebra,True,True,False
cuterebridae,True,False,False
cuvier,True,False,False
cuzco,True,False,False
cyamopsis,True,True,False
cyamus,True,False,False
cyanocitta,True,True,False
cyanophyceae,True,False,False
cyathea,True,True,False
cyatheaceae,True,True,False
cybele,True,True,False
cycadaceae,True,False,False
cycadales,True,False,False
cycadofilicales,True,False,False
cycadophyta,True,False,False
cycadophytina,True,False,False
cycadopsida,True,False,False
cycas,True,True,False
cyclades,False,True,False
cycliophora,True,False,False
cycloloma,True,True,False
cyclopes,True,True,False
cyclophorus,True,False,False
cyclopteridae,True,True,False
cyclopterus,True,True,False
cyclosorus,True,True,False
cyclosporeae,True,False,False
cyclostomata,True,False,False
cycnoches,True,True,False
cydippea,True,False,False
cydippida,True,True,False
cydippidea,True,False,False
cydonia,True,False,False
cygnus,True,False,False
cymatiidae,True,True,False
cymru,True,True,False
cynara,True,True,False
cynewulf,True,True,False
cynipidae,True,False,False
cynips,True,True,False
cynocephalidae,True,False,False
cynocephalus,True,False,False
cynodon,True,True,False
cynoglossidae,True,False,False
cynoglossum,True,True,False
cynomys,True,False,False
cynopterus,True,True,False
cynoscephalae,True,False,False
cynoscion,True,True,False
cynthia,True,True,False
cynwulf,True,False,False
cyon,True,False,False
cyperaceae,True,True,False
cyperus,True,True,False
cyphomandra,True,True,False
cypraea,True,True,False
cypraeidae,True,True,False
cyprian,False,True,True
cyprinidae,True,True,False
cypriniformes,True,True,False
cyprinodontidae,True,False,False
cyprinus,True,True,False
cypripedium,True,True,False
cyprus,True,True,False
cyril,False,True,False
cyrtomium,True,True,False
cyrus,True,True,False
cystophora,True,False,False
cystopteris,True,True,False
cytherea,True,False,False
cytisus,True,True,False
czechoslovakia,True,True,False
czerny,True,True,False
czestochowa,True,False,False
daboecia,True,True,False
dacca,True,False,False
dacelo,True,False,False
dachau,True,False,False
dacninae,True,False,False
dacrycarpus,True,True,False
dacrydium,True,True,False
dacrymyces,True,True,False
dacrymycetaceae,True,True,False
dactylis,True,True,False
dactyloctenium,True,True,False
dactylopiidae,True,False,False
dactylopius,True,True,False
dactylopteridae,True,True,False
dactylopterus,True,False,False
dactylorhiza,True,True,False
dactyloscopidae,True,False,False
daedal,True,False,False
daedalus,True,True,False
daegu,True,False,False
dagan,True,False,False
dagda,True,False,False
dagon,True,True,False
daguerre,True,False,False
dahna,True,False,False
dahomey,True,True,False
daimler,True,False,False
dairen,True,False,False
dakar,True,True,False
dalbergia,True,True,False
dalea,True,True,False
dali,True,False,False
dalian,True,True,False
dallas,True,True,False
dalmatia,True,True,False
dalton,True,False,False
dama,True,False,False
damaliscus,True,True,False
damascus,True,True,False
damavand,True,False,False
damgalnuna,True,False,False
damgalnunna,True,False,False
damkina,True,False,False
damocles,True,True,False
damon,True,False,False
dana,True,False,False
danaea,True,True,False
danaidae,True,False,False
danau,True,False,False
danaus,True,True,False
danmark,True,False,False
dante,True,False,False
danton,True,False,False
danu,True,False,False
danube,True,True,False
danzig,True,False,False
daphne,False,True,True
dapsang,True,False,False
dardanelles,True,True,False
dardanus,True,False,False
darfur,True,True,False
dari,False,True,False
darjeeling,False,True,False
darling,True,False,True
darlingtonia,True,False,False
darmera,True,True,False
darrow,True,True,False
dartmouth,True,False,False
darwin,True,False,False
darwinism,False,True,False
dasyatidae,True,False,False
dasyatis,True,True,False
dasypodidae,True,True,False
dasyprocta,True,False,False
dasyproctidae,True,True,False
dasypus,True,True,False
dasyuridae,True,True,False
dasyurus,True,False,False
datura,True,True,False
daubentonia,True,True,False
daubentoniidae,True,False,False
daucus,True,True,False
daugavpils,True,True,False
daumier,True,False,False
davalliaceae,True,False,False
davenport,True,False,True
david,True,True,False
daviesia,True,True,False
davis,True,False,False
davy,True,False,False
davys,True,True,False
dawes,True,False,False
dawson,True,False,False
day,True,True,True
dayan,True,False,False
dayton,True,False,False
dean,True,False,True
death,True,True,True
debs,True,False,False
debussy,True,False,False
decalogue,True,False,False
decapoda,True,True,False
decapterus,True,True,False
decatur,True,False,False
december,False,True,False
decius,True,True,False
decker,True,False,True
decumaria,True,True,False
deere,True,True,False
defoe,True,False,False
degas,True,False,False
deimos,True,False,False
dekker,True,True,False
delacroix,True,False,False
delairea,True,True,False
delaware,False,True,False
delbruck,True,False,False
delhi,True,True,False
delibes,True,False,False
delichon,True,True,False
delilah,False,True,False
delius,True,False,False
deliverer,True,False,True
delonix,True,True,False
delorme,True,False,False
delphi,True,True,False
delphinapterus,True,False,False
delphinidae,True,False,False
delphinus,True,True,False
dematiaceae,True,False,False
demavend,True,False,False
demerara,True,True,True
demeter,True,True,False
demetrius,True,True,False
democritus,True,True,False
demogorgon,True,True,False
demosthenes,True,True,False
dempsey,True,True,False
denali,True,True,False
dendranthema,True,False,False
dendraspis,True,False,False
dendroaspis,True,False,False
dendrocalamus,True,True,False
dendrocolaptes,True,True,False
dendrocolaptidae,True,False,False
dendroctonus,True,True,False
dendroica,True,False,False
dendrolagus,True,False,False
dendromecon,True,True,False
deneb,True,True,False
denebola,True,True,False
denisonia,True,True,False
denmark,True,True,False
dennstaedtia,True,True,False
dennstaedtiaceae,True,True,False
dentaria,True,False,False
denver,True,True,False
depardieu,True,False,False
deparia,True,True,False
depression,True,False,True
derain,True,False,False
dermacentor,True,True,False
dermaptera,True,False,False
dermatobia,True,False,False
dermestidae,True,True,False
dermochelyidae,True,True,False
dermochelys,True,False,False
dermoptera,True,False,False
derrida,True,False,False
descartes,True,False,False
descurainia,True,True,False
desmanthus,True,True,False
desmidiaceae,True,True,False
desmidium,True,True,False
desmodium,True,True,False
desmodontidae,True,False,False
desmodus,True,True,False
desmognathus,True,False,False
desmograthus,True,False,False
despoina,True,True,False
detroit,True,True,False
deuteromycetes,True,False,False
deuteromycota,True,False,False
deuteromycotina,True,False,False
deuteronomy,True,False,False
deutschland,True,False,False
devanagari,False,True,False
devi,True,True,False
devil,True,True,True
devon,False,True,False
devonian,True,True,False
devonshire,True,False,False
dewey,True,False,False
dhahran,True,True,False
dhaka,True,True,False
dharma,False,True,False
dhaulagiri,True,True,False
dhodhekanisos,True,False,False
diacalpa,True,False,False
diadophis,True,False,False
diaghilev,True,False,False
dialeurodes,True,True,False
diana,True,False,False
dianthus,True,True,False
diapensiaceae,True,True,False
diapensiales,True,False,False
dias,True,False,False
diaspididae,True,True,False
diaspora,False,True,True
diatomophyceae,True,False,False
diaz,True,False,False
dibranchia,True,False,False
dibranchiata,True,False,False
dicamptodontidae,True,False,False
dicentra,True,True,False
diceros,True,True,False
dickens,True,False,True
dickinson,True,False,False
dicksonia,True,True,False
dicksoniaceae,True,True,False
dicotyledonae,True,False,False
dicotyledones,True,False,False
dicranaceae,True,True,False
dicranales,True,True,False
dicranopteris,True,True,False
dicranum,True,True,False
dicrostonyx,True,False,False
dictamnus,True,True,False
dictaphone,False,True,False
dictyophera,True,False,False
dictyoptera,True,True,False
dictyostelium,True,False,True
didelphidae,True,False,False
didelphis,True,True,False
diderot,True,False,False
didion,True,True,False
dido,True,True,False
didrikson,True,False,False
dieffenbachia,True,True,False
diervilla,True,True,False
diesel,True,False,True
dietrich,True,False,False
digitaria,True,True,False
dijon,True,True,False
dilleniaceae,True,True,False
dilleniidae,True,True,False
dimash,True,False,False
dimetapp,False,True,False
dimocarpus,True,True,False
dimorphotheca,True,True,False
dindymene,True,True,False
dinesen,True,True,False
dinocerata,True,True,False
dinoflagellata,True,False,False
dinornis,True,True,False
dinornithidae,True,False,False
dinornithiformes,True,False,False
diocletian,True,True,False
diodon,True,True,False
diodontidae,True,False,False
diogenes,True,True,False
diomedeidae,True,False,False
dionaea,True,False,False
dionysia,False,True,False
dionysius,True,True,False
dionysus,True,True,False
diophantus,True,True,False
dior,True,True,False
dioscorea,True,True,False
dioscoreaceae,True,True,False
diospyros,True,True,False
diphylla,True,False,False
dipladenia,True,True,False
diplopoda,True,False,False
diplopterygium,True,True,False
diplotaxis,True,False,False
dipnoi,True,False,False
dipodidae,True,False,False
dipodomys,True,False,False
dipogon,True,False,False
dipper,True,True,True
dipsacaceae,True,True,False
dipsacus,True,True,False
